DPI peak;promoter name;max expression (TPM);median expression (TPM);5th;25th;75th;95th;kurtosis;skew;TATA;CpG;Gene Symbol
"chr4:2965052..2965162,-";p1@NOP14;"159,7";"31,6";"14,5";"23,8";"43,6";"70,6";"5,525481799";"1,814993248";TATA-less;CpG;NOP14
"chr12:133338379..133338425,-";p1@ANKLE2;"159,7";"20,9";"11,9";"16,6";"26,9";"45,58";"21,96478007";"3,344426013";TATA-less;CpG;ANKLE2
"chrX:153672468..153672502,+";p1@FAM50A;"159,8";"52,2";"17,74";"35,5";69;"96,92";"0,830860027";"0,673440133";TATA-less;CpG;FAM50A
"chr4:41216492..41216550,-";p1@APBB2;"159,8";"18,9";0;"6,6";"33,9";"57,58";"3,613700257";"1,381730685";TATA-less;CpG;APBB2
"chr9:137001185..137001233,+";p1@WDR5;"159,8";"31,2";"11,44";"21,5";"47,9";"75,56";"3,74278999";"1,493902414";TATA-less;CpG;WDR5
"chr11:34937858..34937944,-";p1@APIP;"159,8";"25,1";"9,68";"18,8";"33,7";"57,28";"11,02332845";"2,477820067";TATA-less;CpG;APIP
"chr22:43010877..43010903,-";p1@POLDIP3;"159,9";"41,2";"23,04";"32,1";"53,6";"75,82";"3,506271119";"1,29891199";TATA-less;CpG;POLDIP3
"chr12:45609862..45609886,+";p1@ANO6;"159,9";"23,8";"8,6";"16,1";39;"76,02";"4,568956209";"1,80309234";TATA-less;CpG;ANO6
"chr16:57481382..57481420,+";p1@COQ9;"159,9";"21,6";"5,8";"15,7";"29,1";"46,28";"17,62680858";"3,077746284";TATA-less;CpG;COQ9
"chr2:177134134..177134197,+";p1@MTX2;160;"31,4";"5,18";"22,7";"40,3";"52,4";"7,712885487";"1,142032854";TATA-less;CpG;MTX2
"chr3:148847397..148847495,+";p1@HPS3;160;"18,6";"7,14";"13,1";25;"39,66";"28,18863958";"3,056818471";TATA-less;CpG;HPS3
"chr16:82203780..82203838,-";p1@MPHOSPH6;"160,1";"30,3";"9,2";"18,7";"44,6";"84,38";"3,579491428";"1,564038981";TATA-less;CpG;MPHOSPH6
"chr7:108210048..108210169,-";"p1@THAP5,p2@PNPLA8";"160,1";"26,7";"8,7";"18,9";"38,5";"66,52";"4,443777748";"1,570884611";TATA-less;CpG;PNPLA8
"chr12:110011288..110011347,-";p1@MMAB;"160,1";21;"3,64";"12,6";"32,7";"62,76";"5,714565526";"1,910760961";TATA-less;CpG;MMAB
"chrX:56764015..56764019,-";p1@UQCRBP1;"160,1";"21,2";"3,34";"13,4";"30,4";"49,06";"14,00014101";"2,565134472";TATA-less;CpG-less;UQCRBP1
"chr11:47664072..47664125,-";p1@MTCH2;"160,5";60;"20,74";"37,7";"77,7";"101,46";"-0,16923465";"0,339635251";TATA-less;CpG;MTCH2
"chr2:74692473..74692542,-";p1@MOGS;"160,5";"24,7";"10,02";"17,9";33;"51,86";"12,74033282";"2,427088157";TATA-less;CpG;MOGS
"chr20:32581525..32581588,+";p2@RALY;"160,5";"18,1";"1,7";"10,1";29;"51,86";"12,07865482";"2,522255224";TATA-less;CpG;RALY
"chr9:136242956..136242976,-";p2@SURF4;"160,6";"27,9";"8,24";"16,4";"47,3";"82,3";"2,418788614";"1,394844563";TATA-less;CpG;SURF4
"chr2:204192989..204193038,+";p1@ABI2;"160,6";"24,7";"5,34";"15,5";35;"75,26";"5,17739486";"1,945475525";TATA-less;CpG;ABI2
"chr11:94501497..94501577,+";p1@AMOTL1;"160,6";"17,3";0;"7,3";"27,3";"48,42";"8,703007299";"1,988778945";TATA-less;CpG;AMOTL1
"chr11:65101305..65101359,+";p1@DPF2;"160,6";"35,3";"19,34";"28,5";"45,1";"63,3";"9,215244249";"2,050608747";TATA-less;CpG;DPF2
"chr5:179041772..179041791,-";"p@chr5:179041772..179041791,-";"160,8";"22,2";"2,14";10;"36,9";"70,24";"2,885434548";"1,472945851";TATA-less;CpG-less;"chr5:179041772..179041791,-"
"chr2:86426572..86426614,+";p1@MRPL35;"160,9";"33,3";"7,78";24;"44,6";"71,52";"2,829239365";"1,025128856";TATA-less;CpG-less;MRPL35
"chr19:13875316..13875385,+";p1@MRI1;"160,9";"23,2";"7,4";"16,7";"31,4";"49,3";"12,12838952";"2,272440898";TATA-less;CpG;MRI1
"chr16:67562702..67562791,+";p1@FAM65A;"160,9";"19,9";"1,9";"11,7";"28,6";"51,14";"10,58626291";"2,307996458";TATA-less;CpG;FAM65A
"chr19:41903234..41903303,-";p1@EXOSC5;"160,9";"16,8";"4,58";"10,7";"28,2";53;"9,743301315";"2,349334704";TATA-less;CpG;EXOSC5
"chr19:41305085..41305142,+";p1@EGLN2;"160,9";"24,4";"10,7";"17,9";"32,1";"53,9";"12,94456374";"2,539722744";TATA-less;CpG;EGLN2
"chr6:116421976..116422054,+";p1@NT5DC1;"160,9";"20,7";"6,14";"13,6";"28,8";"47,46";"13,77268955";"2,610907564";TATA-less;CpG;NT5DC1
"chr18:12703002..12703066,+";p1@PSMG2;161;"48,7";"21,84";"35,6";"63,5";"93,88";"1,344989751";"0,90135544";TATA-less;CpG;PSMG2
"chr7:117824159..117824202,+";p2@NAA38;161;"27,1";"9,08";"19,1";"37,4";"56,72";"7,267328183";"1,659274862";TATA-less;CpG;NAA38
"chr1:53662457..53662533,+";p1@CPT2;161;"18,1";"8,74";"13,6";25;"41,94";"31,56211461";"3,983885129";TATA-less;CpG;CPT2
"chr20:57556290..57556370,+";p1@TH1L;"161,2";"24,9";"10,66";"19,1";"32,7";"49,64";"16,65771585";"2,595844238";TATA-less;CpG;TH1L
"chr17:79980742..79980773,-";p1@STRA13;"161,3";"24,7";"8,54";"16,1";"38,8";"70,92";"5,221559103";"1,881152659";TATA-less;CpG;STRA13
"chr17:5185552..5185587,+";p1@RABEP1;"161,3";"32,2";"11,58";"23,8";"44,9";"83,64";"4,886302699";"1,89217061";TATA-less;CpG;RABEP1
"chr1:150293973..150294028,+";p1@PRPF3;"161,4";"26,9";"12,3";"19,3";"37,4";"70,24";"8,834510251";"2,455136421";TATA-less;CpG;PRPF3
"chr6:42185583..42185618,-";p1@MRPS10;"161,5";"33,2";"14,94";"25,7";"44,2";"63,32";"9,574824016";"2,037303791";TATA-less;CpG-less;MRPS10
"chr17:35306233..35306325,+";p1@AATF;"161,5";"32,8";"17,4";"25,2";"42,8";"66,76";"8,624435525";"2,27192112";TATA-less;CpG;AATF
"chr22:24236622..24236633,+";p2@MIF;"161,5";"18,8";"4,04";"10,5";"31,1";"63,14";"7,908149079";"2,285950201";TATA-less;CpG;MIF
"chr5:137368726..137368784,-";p1@FAM13B;"161,6";"17,3";"4,9";"10,4";"32,3";"51,46";"8,742545019";"1,952601011";TATA-less;CpG-less;FAM13B
"chr2:219157250..219157281,-";p2@TMBIM1;"161,7";"26,2";"4,74";"16,1";"39,9";"66,36";"4,896577195";"1,68440817";TATA-less;CpG;TMBIM1
"chr15:29561979..29562038,-";p1@NDNL2;"161,7";"26,7";"13,78";"21,1";"34,4";"57,36";"14,13668549";"2,98767098";TATA-less;CpG;NDNL2
"chr2:162164918..162165013,+";p1@PSMD14;"161,9";"54,7";"15,82";"36,1";"74,4";"105,98";"-0,059266445";"0,437119401";TATA-less;CpG;PSMD14
"chr6:31774586..31774651,-";p2@LSM2;"161,9";"20,1";"4,2";"14,3";"31,8";"58,12";"8,398653728";"2,092061869";TATA-less;CpG;LSM2
"chr2:9614652..9614697,+";p1@IAH1;162;"48,7";"11,82";"34,5";"67,5";93;"0,928815392";"0,497600856";TATA-less;CpG;IAH1
"chr1:33116128..33116159,-";p1@ZBTB8OS;"162,1";"36,4";"15,58";"26,1";50;"70,36";"3,027211605";"1,14944325";TATA-less;CpG-less;ZBTB8OS
"chr6:83902933..83903005,-";p1@PGM3;"162,1";"23,8";5;"12,9";43;"82,48";"2,049253706";"1,396570878";TATA-less;CpG;PGM3
"chr3:191047131..191047219,+";p1@CCDC50;"162,2";"22,8";"4,44";"14,1";"29,2";"43,96";"18,17515777";"2,773214516";TATA-less;CpG;CCDC50
"chr2:27593180..27593221,-";p1@EIF2B4;"162,2";"27,5";"12,94";"20,7";"35,2";"57,46";"15,52466708";"2,844909138";TATA-less;CpG;EIF2B4
"chr3:31574393..31574447,+";p1@STT3B;"162,8";"28,6";"9,9";"19,9";"37,5";"52,6";"10,25016685";"1,861388673";TATA-less;CpG;STT3B
"chr5:159846066..159846095,-";p1@SLU7;"162,9";26;"5,28";"17,8";"36,2";"59,34";"10,35426826";"2,087614829";TATA-less;CpG;SLU7
"chr14:53173910..53173939,+";p1@PSMC6;"163,1";"48,4";"11,9";"34,3";"61,2";"84,62";"1,478253671";"0,472480604";TATA-less;CpG;PSMC6
"chr6:47445467..47445536,+";p1@CD2AP;"163,1";"18,5";"5,64";"11,6";"29,1";"50,7";"12,40871542";"2,543806782";TATA-less;CpG;CD2AP
"chr8:23315131..23315183,-";p1@ENTPD4;"163,4";"18,1";"6,6";"12,6";"25,6";"54,72";"21,7659738";"3,5486114";TATA-less;CpG;ENTPD4
"chr22:42084815..42084862,-";p1@NHP2L1;"163,5";"46,3";"23,48";"34,1";"61,2";"90,1";"2,122404486";"1,186445668";TATA-less;CpG;NHP2L1
"chr12:7080067..7080090,+";p1@EMG1;"163,5";"30,8";"13,8";"23,6";"43,2";"72,62";"4,235578904";"1,586977536";TATA-less;CpG;EMG1
"chr6:117923610..117923691,-";p1@GOPC;"163,6";"24,5";"6,8";"16,8";"32,2";"52,8";"10,02391866";"2,041248056";TATA-less;CpG;GOPC
"chr18:72163536..72163646,+";p1@CNDP2;"163,7";"37,7";"13,88";"25,5";"51,8";"84,22";"3,191266361";"1,415493592";TATA-less;CpG;CNDP2
"chr12:121790204..121790230,-";p1@ANAPC5;"163,8";"48,2";"21,88";"38,1";"59,3";"82,16";"2,243630418";"0,751098405";TATA-less;CpG;ANAPC5
"chr7:93633658..93633680,-";p1@BET1;"163,8";"26,6";"8,44";18;37;"54,62";"11,28429444";"2,056121407";TATA-less;CpG;BET1
"chr5:141392584..141392600,-";p1@GNPDA1;"163,8";"16,7";3;"10,7";"25,5";"46,32";"17,2231969";"3,061643205";TATA-less;CpG;GNPDA1
"chr12:53715328..53715411,-";p1@AAAS;164;30;"9,4";"20,5";"44,6";"74,46";"4,289452437";"1,511522562";TATA-less;CpG;AAAS
"chr11:66112555..66112601,-";p1@BRMS1;164;"22,5";"11,14";"17,1";"29,8";"46,94";"20,63407941";"3,144802925";TATA-less;CpG;BRMS1
"chrX:73164167..73164192,+";p1@JPX;"164,1";"23,3";"10,7";"17,1";"32,9";"58,44";"10,04153299";"2,466839699";TATA-less;CpG;JPX
"chr4:103748696..103748723,-";p1@UBE2D3;"164,2";"61,4";"28,28";"49,2";"76,2";"100,94";"1,083088673";"0,6106934";TATA-less;CpG;UBE2D3
"chr12:6677422..6677495,-";p1@NOP2;"164,2";"22,1";"6,64";"14,1";"32,8";"61,16";"7,31927035";"2,003686035";TATA-less;CpG;NOP2
"chr16:4897266..4897312,-";p1@GLYR1;"164,3";"43,4";"22,92";"33,6";"54,7";"77,68";"3,481031318";"1,166714483";TATA-less;CpG;GLYR1
"chr17:30228678..30228770,-";p1@UTP6;"164,3";"33,1";"13,84";"25,2";"44,3";"72,56";"3,78223733";"1,352699731";TATA-less;CpG;UTP6
"chr18:33647487..33647547,-";p1@RPRD1A;"164,4";"34,8";"14,4";"24,1";"49,7";"97,2";"3,099200043";"1,68003721";TATA-less;CpG;RPRD1A
"chr17:38296753..38296803,+";p1@CASC3;"164,4";37;"22,2";"29,8";"49,5";"75,06";"7,865216175";"2,082647484";TATA-less;CpG-less;CASC3
"chr17:40172097..40172175,+";p1@NKIRAS2;"164,5";"29,6";11;21;"40,6";"66,18";"6,140013247";"1,742289978";TATA-less;CpG;NKIRAS2
"chr17:7155010..7155070,-";p2@CTDNEP1;"164,5";"24,4";"7,68";"16,3";"32,7";"51,06";"11,71815915";"2,009562198";TATA-less;CpG;CTDNEP1
"chr7:100271411..100271434,+";p1@GNB2;"164,5";"24,1";9;"16,3";"37,1";"72,48";"5,964856427";"2,022146134";TATA-less;CpG;GNB2
"chr12:27091387..27091425,+";p1@FGFR1OP2;"164,8";"17,4";"4,9";"12,3";"23,3";"36,66";"29,63334269";"3,931896817";TATA-less;CpG;FGFR1OP2
"chr17:4458616..4458712,-";p1@MYBBP1A;"165,1";"24,6";"6,94";"17,1";"35,7";"55,88";"8,07533967";"1,798830899";TATA-less;CpG;MYBBP1A
"chr11:34938158..34938204,+";p1@PDHX;"165,1";"21,4";"7,54";"14,9";"29,2";"47,36";"14,97977409";"2,692469634";TATA-less;CpG;PDHX
"chr20:524415..524442,-";p1@CSNK2A1;"165,2";"24,7";"6,3";"14,8";"39,5";"72,66";"5,907169925";"1,991499719";TATA-less;CpG;CSNK2A1
"chr3:33155444..33155492,+";p2@CRTAP;"165,3";"22,3";"8,1";"15,2";"32,5";"53,5";"10,99979975";"2,160214012";TATA-less;CpG;CRTAP
"chr7:45151272..45151332,-";p1@TBRG4;"165,4";"24,4";"10,8";"17,2";"34,7";"55,56";"12,46786979";"2,49543224";TATA-less;CpG;TBRG4
"chr16:30366549..30366641,-";p1@CD2BP2;"165,4";"25,4";"14,04";"20,2";"33,2";"48,94";"19,222666";"2,569478001";TATA-less;CpG;CD2BP2
"chr5:61602236..61602301,+";p1@KIF2A;"165,5";"21,9";"4,4";"12,5";"35,3";"71,48";"6,519782926";"2,125648753";TATA-less;CpG;KIF2A
"chr10:43904608..43904640,-";p1@HNRNPF;"165,7";"59,1";"29,08";"46,2";"74,5";"102,2";"0,887996666";"0,698208756";TATA-less;CpG;HNRNPF
"chr18:9914210..9914254,+";p2@VAPA;"165,8";"30,8";"10,78";"21,8";40;"61,68";"6,549086794";"1,482353662";TATA-less;CpG;VAPA
"chr9:127631399..127631529,+";p1@ARPC5L;"165,9";"39,7";"17,98";"28,4";"52,7";"79,84";"4,83013073";"1,700733774";TATA-less;CpG;ARPC5L
"chr6:33385870..33385899,-";p2@CUTA;166;"42,9";"15,74";"29,5";"58,2";"92,06";"2,496435559";"1,255216836";TATA-less;CpG;CUTA
"chr6:134274354..134274371,+";p1@TBPL1;"166,1";"23,4";"11,68";"17,4";"32,9";"54,74";"15,60368136";"3,314772183";TATA-less;CpG;TBPL1
"chr1:32573636..32573673,+";p1@KPNA6;"166,4";"35,6";"20,44";"28,8";"44,2";"67,62";"10,72592474";"2,480561421";TATA-less;CpG-less;KPNA6
"chr7:100472717..100472823,+";p1@SRRT;"166,6";"51,8";"27,04";"39,5";"69,6";"102,46";"1,283489179";"1,039390879";TATA-less;CpG;SRRT
"chr14:68162438..68162459,-";p2@RDH11;"166,6";"33,6";"9,4";"19,7";"50,9";"84,16";"2,81354183";"1,349473968";TATA-less;CpG-less;RDH11
"chr7:2671568..2671606,+";p1@TTYH3;"166,6";17;"2,44";"8,8";"29,9";"62,92";"7,118149655";"2,129313143";TATA-less;CpG;TTYH3
"chr8:9413410..9413451,+";p1@TNKS;"166,6";"17,7";"7,6";"12,5";"24,8";"49,56";"16,17787737";"2,953568995";TATA-less;CpG;TNKS
"chr9:116172617..116172667,-";p1@POLE3;"166,7";"37,8";"18,24";"29,3";"49,9";"82,6";"4,831362091";"1,747175329";TATA-less;CpG;POLE3
"chr14:35515540..35515581,+";p1@FAM177A1;"166,7";"21,2";"8,54";"14,7";"30,9";"53,76";"10,71332488";"2,159884869";TATA-less;CpG;FAM177A1
"chr4:76649797..76649876,+";p1@USO1;"166,9";"40,1";"13,3";"25,6";"57,3";"86,18";"1,708963908";"1,030637353";TATA-less;CpG;USO1
"chr6:33385902..33385988,-";p3@CUTA;167;"34,6";"6,9";"16,9";"51,9";"82,9";"1,559921928";"1,039802593";TATA-less;CpG;CUTA
"chr14:78227476..78227513,-";p1@SNW1;167;"35,4";"12,74";"26,8";"47,9";"75,92";"5,722309557";"1,75728432";TATA-less;CpG;SNW1
"chrX:135579363..135579416,+";p1@HTATSF1;167;"22,2";"8,4";"15,1";32;"54,32";"9,563491843";"2,157692718";TATA-less;CpG;HTATSF1
"chr1:153968073..153968077,+";p1@ENST00000431295;167;17;"5,74";"10,6";"26,4";"55,7";"14,7759807";"3,005988531";TATA-less;CpG-less;ENST00000431295
"chr8:22462236..22462330,+";p1@KIAA1967;"167,1";38;"19,6";"29,4";"48,6";"69,68";"7,368526639";"1,741474272";TATA-less;CpG;KIAA1967
"chr17:26662464..26662519,-";p1@IFT20;"167,2";"36,4";"16,2";"27,7";"50,7";"74,8";"2,97825663";"1,168349832";TATA-less;CpG;IFT20
"chr16:27561209..27561244,-";p1@GTF3C1;"167,2";"41,8";"19,6";"32,3";"54,3";"78,18";"4,089365949";"1,342282831";TATA-less;CpG;GTF3C1
"chr7:148395959..148396039,+";p1@CUL1;"167,2";"39,4";"16,12";"30,3";"50,9";"81,8";"5,007863675";"1,621607301";TATA-less;CpG;CUL1
"chr4:926069..926123,-";p1@GAK;"167,3";"30,6";"15,58";23;"42,1";"63,2";"7,706351545";"1,930761149";TATA-less;CpG;GAK
"chr3:46037299..46037337,-";p1@FYCO1;"167,4";"21,1";"7,74";"14,4";"30,2";"56,4";"13,92815354";"3,078393764";TATA-less;CpG;FYCO1
"chr17:21117465..21117496,-";p1@TMEM11;"167,5";"34,9";"17,82";"26,9";"43,4";"65,7";"11,27084436";"2,427601621";TATA-less;CpG;TMEM11
"chr16:57496545..57496616,+";p1@POLR2C;"167,8";"53,4";"30,4";"42,9";"65,2";"89,86";"2,373031087";"1,016120464";TATA-less;CpG;POLR2C
"chr21:34914394..34914440,-";p1@GART;"167,9";"33,2";"8,44";21;"52,8";"83,74";"2,825406165";"1,348263139";TATA-less;CpG;GART
"chr1:45241186..45241289,+";p1@RPS8;"167,9";"25,6";"6,84";"13,4";45;"77,04";"4,331640223";"1,655562265";TATA-less;CpG;RPS8
"chr16:87799523..87799603,-";p1@KLHDC4;"167,9";"17,3";"7,9";"12,2";"23,8";"41,04";"35,87225461";"4,095616879";TATA-less;CpG;KLHDC4
"chr11:910796..910847,-";p1@CHID1;"168,1";"26,3";"6,1";"15,9";"39,8";67;"4,964468712";"1,546622355";TATA-less;CpG;CHID1
"chr17:1933424..1933457,+";p1@DPH1;"168,1";"28,3";"11,14";"20,2";"37,1";"54,96";"10,61415746";"2,076542408";TATA-less;CpG;DPH1
"chr5:141303427..141303447,+";p2@KIAA0141;"168,1";"24,6";"11,04";"17,7";"33,6";"52,18";"14,09028798";"2,110348855";TATA-less;CpG;KIAA0141
"chr19:10196981..10197034,+";p1@C19orf66;"168,1";20;"3,5";"12,1";"29,9";59;"11,49962111";"2,47700581";TATA-less;CpG;C19orf66
"chr11:67250490..67250527,+";p1@AIP;"168,1";"17,6";"7,24";"12,4";"24,5";"43,16";"23,7525814";"3,226158773";TATA-less;CpG;AIP
"chr7:1543981..1544033,-";p1@INTS1;"168,1";18;"7,44";"13,4";"25,7";"40,64";"28,13329291";"3,341510411";TATA-less;CpG;INTS1
"chr7:916210..916272,+";p1@GET4;"168,2";"23,1";"11,88";"17,6";"32,3";"50,04";"16,87346997";"2,621491177";TATA-less;CpG;GET4
"chr10:12238171..12238241,+";p1@CDC123;"168,3";"44,5";"18,8";"32,1";"59,6";"90,76";"2,337794306";"1,134517491";TATA-less;CpG;CDC123
"chr20:48770194..48770243,-";"p1@TMEM189-UBE2V1,p1@TMEM189";"168,4";"19,9";"5,9";"12,4";"29,7";"63,42";"10,92200663";"2,797194089";TATA-less;CpG;TMEM189
"chr5:1345127..1345197,-";p1@CLPTM1L;"168,5";"18,2";"6,54";"12,1";"25,5";"44,66";"28,96754935";"4,004755651";TATA-less;CpG;CLPTM1L
"chr3:135969172..135969219,+";p1@PCCB;"168,6";"25,3";"6,64";"16,7";"37,4";"59,12";"6,528505049";"1,753152432";TATA-less;CpG;PCCB
"chr12:16064258..16064308,+";p1@DERA;"168,6";"27,6";"9,8";"19,4";"38,3";"58,56";"7,66133078";"1,797681571";TATA-less;CpG;DERA
"chr12:53873461..53873475,+";"p@chr12:53873461..53873475,+";"168,7";"26,8";"6,54";16;"43,6";"87,06";"4,561111855";"1,858478101";TATA-less;CpG-less;"chr12:53873461..53873475,+"
"chr6:30875955..30876012,+";p1@GTF2H4;"168,7";"20,4";"5,88";"15,5";"27,6";"45,4";"21,66549225";"2,744007405";TATA-less;CpG;GTF2H4
"chr17:4269920..4269982,-";p2@UBE2G1;"168,7";"19,3";"6,54";14;"26,8";"44,96";"20,45981567";"3,048755632";TATA-less;CpG;UBE2G1
"chr2:3605885..3605958,-";p1@RNASEH1;"168,8";29;"14,1";"22,4";"36,1";"54,66";"16,69470602";"2,753838138";TATA-less;CpG;RNASEH1
"chr8:144699668..144699737,-";p1@TSTA3;"168,9";"26,1";"7,24";"16,6";"36,5";"71,16";"6,460666856";"1,951076717";TATA-less;CpG;TSTA3
"chr7:42971945..42971988,+";p1@MRPL32;"169,1";"36,7";"14,94";"27,7";"48,6";"72,94";"4,7513974";"1,431210904";TATA-less;CpG;MRPL32
"chr3:107941230..107941308,-";p1@IFT57;"169,1";"36,8";"8,7";"22,6";"52,5";"78,2";"3,777757063";"1,466227787";TATA-less;CpG;IFT57
"chr1:226111929..226112026,-";"p1@LEFTY1,p1@PYCR2";"169,1";"29,2";"11,52";"21,6";"39,3";"62,46";"8,951924979";"2,100611514";TATA-less;CpG;PYCR2
"chrX:153991088..153991168,+";p1@DKC1;"169,3";"24,5";12;"17,6";"42,5";"81,5";"5,211778613";"2,004863489";TATA-less;CpG;DKC1
"chr5:6633114..6633204,-";p1@NSUN2;"169,4";"36,5";"20,4";"28,1";"49,4";"90,68";"5,113475588";"2,024844402";TATA-less;CpG;NSUN2
"chr11:77531757..77531792,-";p1@RSF1;"169,5";"21,5";"4,94";13;"32,4";"52,96";"9,844181608";"1,887411923";TATA-less;CpG;RSF1
"chr5:121297650..121297747,+";p1@SRFBP1;"169,5";"20,3";"4,14";"13,4";28;"40,46";"24,71300482";"2,506820324";TATA-less;CpG;SRFBP1
"chr3:179322416..179322435,-";p1@MRPL47;"169,6";"30,9";"10,3";"21,9";43;"63,64";"5,454820084";"1,389825639";TATA-less;CpG;MRPL47
"chr3:50365607..50365676,-";p1@TUSC2;"169,6";"21,4";"9,54";"15,9";"28,9";"49,98";"16,85931172";"2,648976753";TATA-less;CpG;TUSC2
"chr3:33138624..33138645,-";p1@GLB1;"169,7";23;"7,88";"15,1";"34,4";"61,82";"7,360638651";"2,014134035";TATA-less;CpG;GLB1
"chr6:89673299..89673349,-";p1@RNGTT;"169,9";"17,1";"5,8";"11,8";"23,2";"38,1";"40,79209683";"3,652939601";TATA-less;CpG;RNGTT
"chr11:66886717..66886762,+";p1@KDM2A;170;"17,9";"8,7";"13,4";"24,4";"47,14";"31,54166642";"4,406967105";TATA-less;CpG;KDM2A
"chrX:53461305..53461328,-";p1@HSD17B10;"170,3";"31,4";"12,48";"22,6";"43,7";"74,42";"4,749684";"1,68123788";TATA-less;CpG;HSD17B10
"chr4:76912070..76912118,-";p1@SDAD1;"170,5";"29,6";"9,04";"21,5";"38,9";"55,82";"8,97321337";"1,530619615";TATA-less;CpG;SDAD1
"chr11:118620048..118620062,-";p2@DDX6;"170,5";"33,3";"9,92";"22,5";"48,1";"76,16";"5,386720063";"1,73596058";TATA-less;CpG-less;DDX6
"chr15:65282104..65282181,-";p2@SPG21;"170,5";"27,2";"5,88";17;"37,8";"61,24";"8,479688518";"2,022254868";TATA-less;CpG;SPG21
"chr17:40976266..40976315,-";p1@BECN1;"170,6";"61,2";"32,84";"48,6";"74,8";"99,4";"2,564066892";"1,041342432";TATA-less;CpG;BECN1
"chr8:107710288..107710306,-";p1@TAGLN2P1;"170,6";"22,9";"1,9";"11,3";"41,6";"95,82";"3,824482654";"1,818552232";TATA-less;CpG-less;TAGLN2P1
"chr7:6048856..6048967,+";p1@AIMP2;"170,7";"30,5";"6,54";"17,9";"43,4";"70,12";"4,073106796";"1,39715833";TATA-less;CpG;AIMP2
"chr17:73257945..73257985,+";p1@MRPS7;"170,9";"36,3";"13,74";"27,5";"47,4";"70,16";"5,164515974";"1,42154031";TATA-less;CpG;MRPS7
"chr17:45727265..45727292,+";p2@KPNB1;171;"24,8";"10,54";"17,7";"36,1";"68,08";"6,886776342";"2,168168382";TATA-less;CpG;KPNB1
"chr17:65362678..65362726,-";p1@PSMD12;"171,2";"41,3";"17,2";"30,1";"53,8";"78,96";"3,015546287";"1,141940646";TATA-less;CpG;PSMD12
"chr9:101984184..101984237,-";p1@ALG2;"171,4";"29,7";"13,6";"21,5";"39,2";"57,56";"16,46427251";"2,928317014";TATA-less;CpG;ALG2
"chr19:12912657..12912669,-";p2@PRDX2;"171,7";"24,3";"2,1";"14,6";"36,6";"62,2";"5,292675778";"1,508340465";TATA-less;CpG;PRDX2
"chr22:41864662..41864708,-";p1@PHF5A;"171,7";"37,9";"22,1";"29,5";50;"74,78";"5,744671738";"1,782236008";TATA-less;CpG;PHF5A
"chr3:47422485..47422562,+";p1@PTPN23;"171,7";"31,4";"15,9";"23,4";"45,5";"73,28";"5,869648521";"1,885667399";TATA-less;CpG;PTPN23
"chr20:33735070..33735175,-";p2@EDEM2;"171,7";"27,6";"10,84";19;"38,8";"65,4";"11,98887633";"2,745424911";TATA-less;CpG;EDEM2
"chr17:73127826..73127883,-";p1@NT5C;"171,7";"21,7";"7,14";"15,4";"30,2";"50,9";"17,07618247";"2,770005696";TATA-less;CpG;NT5C
"chr19:7694417..7694459,-";p1@XAB2;"171,7";"24,7";"11,5";"18,6";"31,6";"47,26";"24,94745855";"3,11727485";TATA-less;CpG;XAB2
"chr11:105948366..105948416,+";p1@AASDHPPT;"171,8";"33,5";"11,04";"24,5";45;"68,52";"5,948990531";"1,662169714";TATA-less;CpG;AASDHPPT
"chr9:110045834..110045905,+";p2@RAD23B;"171,8";"18,2";"4,44";"9,6";"32,6";"63,86";"5,703536254";"1,955095332";TATA-less;CpG;RAD23B
"chr18:3450161..3450183,+";p1@TGIF1;"171,9";"30,3";"2,2";"15,2";"50,6";"106,36";"2,733100902";"1,565134403";TATA-less;CpG;TGIF1
"chr7:66386204..66386249,+";p1@C7orf42;"172,3";"72,4";"42,9";"60,2";"86,6";"113,72";"1,149733414";"0,684262189";TATA-less;CpG;C7orf42
"chr7:102715573..102715623,+";p1@ARMC10;"172,3";"33,3";"10,3";"25,5";"41,5";"57,16";"12,75783531";"1,934188357";TATA-less;CpG;ARMC10
"chr2:96971259..96971302,-";p1@SNRNP200;"172,4";45;"22,9";"33,3";"57,5";"81,06";"4,644329079";"1,460285182";TATA-less;CpG;SNRNP200
"chr10:92631715..92631746,+";p1@RPP30;"172,4";"38,6";"19,48";"30,6";"49,7";"70,2";"8,449655623";"1,755079424";TATA-less;CpG-less;RPP30
"chr1:201951741..201951794,+";p1@RNPEP;"172,6";"30,2";"8,8";"19,3";"41,6";"74,88";"5,941252754";"1,81299854";TATA-less;CpG;RNPEP
"chr17:41116454..41116497,-";p1@AARSD1;"172,6";"25,2";"8,3";"19,2";"32,3";"45,2";"21,32177328";"2,768278764";TATA-less;CpG;AARSD1
"chr3:57678772..57678838,-";p1@FAM116A;"172,6";"17,8";"7,34";"11,7";27;"47,52";"20,99530399";"3,46054701";TATA-less;CpG;FAM116A
"chr4:41992513..41992561,+";p1@SLC30A9;"172,7";"57,7";"20,44";"43,7";"70,6";"99,22";"2,656493195";"1,003492824";TATA-less;CpG;SLC30A9
"chr14:23340941..23341004,+";p2@LRP10;"172,8";"27,2";"4,24";"13,5";"43,5";81;"3,268836878";"1,455786844";TATA-less;CpG;LRP10
